scores,avg_score
-38.8993389456445,-39.5326626170257
-38.8068575892939,-39.5026128361374
-39.0640663967727,-39.4708173660526
-38.9412335419037,-39.4424010408896
-39.2357212510831,-39.4251231744533
-38.2763143733171,-39.4005864719758
-38.5076348777699,-39.3648849879716
-39.1185482243592,-39.3337426216119
-38.3985751019842,-39.3094149511164
-38.7977882122759,-39.2780576375727
-38.8977289096976,-39.2528262798879
-38.7009796547041,-39.233901796171
-39.2312259221421,-39.2030732334031
-39.1169754306706,-39.1809377228057
-38.7632172487884,-39.1537508830097
-38.76756083885,-39.1267789933357
-38.7158250300277,-39.1066507816873
-38.911707314101,-39.0823557068643
-38.8322526934495,-39.0558476909686
-38.4597889110106,-39.0287268628787
-38.8784238642761,-39.0065235361254
-38.2566371839021,-38.9783891029189
-38.7694604451866,-38.9488588716244
-38.7870825213659,-38.9359661590428
-38.5402452567666,-38.9324657169211
-38.537881927185,-38.9239377723945
-38.2908648543946,-38.9193604535028
-38.5352748548051,-38.9090878992877
-37.9390679616797,-38.9007890686144
-38.6539510875489,-38.8923263611171
-38.1399319161578,-38.883387024852
-38.4431191487757,-38.8690699094348
-38.3117567122293,-38.8624862079772
-38.1971817711925,-38.8584280806522
-38.3473889087278,-38.8524019182631
-38.285911350658,-38.8442395157962
-38.001705554628,-38.8368284360205
-38.7193371588752,-38.8231513504123
-38.4863013935283,-38.8173014706908
-38.306488023253,-38.8089556083724
-38.1835059278819,-38.8004077667881
-38.5546496726598,-38.7854645752711
-38.6541340018071,-38.7791067887199
-38.4989965639492,-38.7795312871168
-37.9939184944349,-38.7730801561704
-38.4132787263664,-38.7616793868197
-38.1750828148492,-38.7552284505391
-38.610297575765,-38.7396964743661
-38.2295132155624,-38.7403346470675
-38.1212355828149,-38.7330109148065
-38.4092018170266,-38.7222291963517
-38.2825915143585,-38.7193273749563
-38.7032366579747,-38.7125067073933
-38.6932811434953,-38.7117019052499
-38.5512760232597,-38.7102983827147
-38.4174459352311,-38.707104134919
-38.4774002174699,-38.701434896075
-38.6820641590213,-38.6979804283851
-38.1702941423045,-38.6951800792727
-38.6895750046508,-38.6831616870317
-38.0337355116496,-38.6784980295928
-38.7073701091175,-38.6708499653048
-38.1261639050212,-38.6723812265591
-38.6972612445664,-38.6671677785042
-38.4799598802933,-38.6633628946075
-38.4378560879087,-38.655585035693
-38.3586315530608,-38.650329864706
-38.4276474398496,-38.6468667295818
-38.2120418795328,-38.6431398810559
-38.7167522623893,-38.6332194350658
-38.688621700703,-38.6291656767927
-37.8509635139984,-38.6317199734394
-38.6370155933663,-38.6232003050459
-38.1450702231871,-38.625131409073
-38.0441165924234,-38.6156344366726
-38.5907823494827,-38.6018270831195
-38.3183502838953,-38.5984663874847
-38.4418500734076,-38.5930717216376
-38.0844646122614,-38.5853851093972
-38.0157150105135,-38.5780015943348
-38.4030071978754,-38.5703456382127
-38.5247606921893,-38.5692684563709
-38.172328889266,-38.5612309320863
-38.6224593611939,-38.5559802974624
-38.2378434611397,-38.5554220406654
-37.8913205634984,-38.5491508933573
-38.3281302792871,-38.543548803752
-38.5079560905849,-38.5408980564635
-38.3228056913188,-38.5331357170315
-38.288956709205,-38.5295000830182
-38.7845408974931,-38.5192799600429
-38.0693720213752,-38.5189814407169
-38.7272481645735,-38.5091778163063
-38.0486094201918,-38.5099056912358
-38.6750653748004,-38.4959036265978
-38.5852536329605,-38.4984472070731
-37.9529894188385,-38.4982525748495
-38.6441249619454,-38.488637065932
-38.4757434850749,-38.4883050881276
-38.3659560505125,-38.4860958882422
-38.727355096608,-38.4802517374382
-38.331436186955,-38.4785318989478
-38.1505193546468,-38.4737776849244
-38.4652144063378,-38.4646422145032
-38.5451899404767,-38.4598820231475
-38.4338473884795,-38.4529767100414
-38.9693785125948,-38.4545520401931
-38.4236410512169,-38.4591694765413
-38.021372008841,-38.4522204048099
-38.6206223226084,-38.4484483738785
-38.6931592301989,-38.4466767149818
-38.6392739635274,-38.4446310181868
-38.5091335006718,-38.444013961275
-38.4866040259256,-38.4367930370603
-38.1632393697745,-38.4304893230129
-38.6089466039421,-38.4244895442227
-38.2367742847569,-38.4229034018737
-38.3531978023591,-38.418112894421
-38.4098173203281,-38.4125277993035
-38.8189233473012,-38.4083034455723
-38.4081512665483,-38.4118947899352
-38.2750710700909,-38.4071920639579
-37.8167002935447,-38.4073764028198
-38.4211673453671,-38.3978488013034
-38.8595828146156,-38.3941896495434
-38.29010302671,-38.3973830251219
-38.3930590981893,-38.3949052361172
-38.6144402512371,-38.3959271785551
-38.0860259840463,-38.3967188325194
-38.2210974501328,-38.3981884127431
-38.1179226537743,-38.3938598763689
-38.2586773477059,-38.3936397837451
-38.280381769141,-38.3917953657344
-38.2424406893734,-38.3914816163035
-38.4061982888492,-38.3919342054853
-38.9492475381195,-38.3925222992865
-38.8332610295849,-38.3991556611612
-38.0925720094679,-38.4074712159107
-38.5117474041373,-38.4012035644167
-38.7123015250032,-38.4014580245227
-38.3728594410062,-38.4055161595402
-38.6263837627617,-38.4074096946715
-38.8156614801764,-38.4081270355725
-38.8031401378246,-38.4097423103562
-38.0830963641481,-38.412783746095
-38.4653140874393,-38.4136755247921
-38.8265049917957,-38.4141958784028
-38.5705564186427,-38.4207101001723
-38.3625995156739,-38.4203126886011
-38.7781778016549,-38.4216435516022
-38.3919394999714,-38.4282129737906
-39.178277542991,-38.42804035062
-38.4411910423563,-38.4369972109063
-38.359412585219,-38.4343767547502
-38.7842940124659,-38.4310380691674
-38.6433987282121,-38.4333682490595
-38.463495096939,-38.4356277769893
-38.8155296301879,-38.435488725784
-38.4187173314606,-38.4368233804956
-39.0790501390278,-38.4393076123872
-37.8308400097227,-38.443202363731
-38.576978086761,-38.4411734087117
-38.4758997894753,-38.4398694884881
-38.9265074808916,-38.4433668473327
-38.3360020620529,-38.4456593096959
-38.4520354996674,-38.4442197315135
-38.685598280805,-38.4443615256311
-38.8386862339944,-38.4476311929085
-38.6177191881955,-38.45174158085
-39.0103162702901,-38.4557983539366
-38.4585576597523,-38.4587339940156
-38.7452972565875,-38.4564333536061
-38.1719651944448,-38.465376691032
-38.3683792007502,-38.4607261870428
-38.839994505874,-38.4629592768184
-38.5465426704694,-38.4709180559529
-38.4320391169234,-38.4704756591628
-38.9534938046539,-38.4716125474931
-38.9626956286906,-38.4767289848055
-38.7232490778272,-38.4855112949698
-38.2588644663902,-38.492586635643
-38.6528168635452,-38.4911452083281
-38.2573157708432,-38.4924257700417
-38.5691945825022,-38.4932756388574
-38.1743795931244,-38.4927429910705
-38.5654264307811,-38.4921083523904
-38.1893167663808,-38.4988494110632
-39.3937728843725,-38.4974612759341
-38.776320788611,-38.506319443872
-38.5668033850012,-38.5108545948449
-38.7021228013971,-38.5136330616029
-38.4140323249346,-38.5128088806419
-38.5701128987281,-38.5162554836775
-38.7677798192865,-38.5146841310191
-39.0745413190313,-38.52187583501
-38.518872672671,-38.5258705944523
-38.6499545847209,-38.5252067848494
-39.369309110873,-38.5321764365083
-38.9025440184961,-38.5394282779975
-38.624359011753,-38.5436962833318
-38.4918859022991,-38.5462803129442
-38.6454188348814,-38.5439256210011
-39.0783091394833,-38.5470654474803
-38.5436742684132,-38.5563433453287
-38.5837185793084,-38.5571279439495
-38.1435996180447,-38.5575132303378
-38.3599104886862,-38.5546107526334
-38.7566781779738,-38.5485160723943
-38.5949966753441,-38.5518464436619
-38.6216287883642,-38.5575826903269
-39.1084473565458,-38.5575927549845
-38.8892972314199,-38.561745636248
-38.3873683759244,-38.5642458689269
-38.8011596687781,-38.5630282176794
-38.574031591951,-38.5661737741079
-38.4485338213675,-38.5702816963297
-38.6975305389119,-38.568677568504
-39.2352012379598,-38.5732851310455
-38.7371451352633,-38.5821051654015
-38.5566801833396,-38.5853784435509
-38.9619211261534,-38.5827560119113
-38.2460606411888,-38.5882937105073
-38.9163274224977,-38.5880036062183
-38.9090369999991,-38.5989998775078
-38.5464166493972,-38.6038785740541
-38.9054709648939,-38.6007469124019
-38.6896695457764,-38.6069005917838
-38.8005884976285,-38.6098666962597
-38.8322678827453,-38.6117281787236
-39.1225449968379,-38.6191905977106
-38.8701469281966,-38.6282050731776
-38.3936341143378,-38.6357273159218
-38.3646219659909,-38.6370768835882
-38.6221102511577,-38.6379192855566
-38.5926120411695,-38.6417159811745
-38.5698205385356,-38.6435801186977
-38.7361250910374,-38.6397858487019
-38.911683294002,-38.6388144893164
-38.362428693245,-38.6470056021617
-39.1489611346246,-38.6455124150528
-38.68058291345,-38.649879011149
-38.8320322224759,-38.6529562458735
-38.9294083581585,-38.6550127304706
-38.573777216915,-38.6561501992504
-39.0086637345551,-38.6538565700413
-38.7501578852434,-38.6631122437454
-38.774489804079,-38.6659606817234
-38.8441020498865,-38.6654405298463
-39.1832933580616,-38.6681759861587
-39.1617039938452,-38.6763829245826
-38.7551578689641,-38.6802181865045
-39.1482438353471,-38.6838503701944
-38.7748746166932,-38.683550033118
-38.5265385691328,-38.6868868688613
-38.9831154285512,-38.6885581287005
-38.7150236554364,-38.6905463428613
-38.7922755650055,-38.6912625921336
-38.6543760996569,-38.6945503968142
-38.9093373744705,-38.6929388615089
-39.1589392914178,-38.697845061939
-38.2609432931289,-38.6986439534629
-38.433530578556,-38.702944986297
-38.6696555639712,-38.7015105112149
-38.6739517391854,-38.7034480689599
-38.8092125004435,-38.7009225115428
-38.8197031238835,-38.7056546159268
-38.5565831418848,-38.7093312921689
-39.0102991151175,-38.7080411407797
-38.8232144947696,-38.7097572695909
-38.7825819026058,-38.7118122226567
-38.4790755062333,-38.7095348789798
-38.4866470105715,-38.7097400574446
-38.4961843748362,-38.7071535549845
-38.3899715890054,-38.7103957467884
-38.7616665748416,-38.7106116706709
-38.9036221781624,-38.7098283913606
-38.4197101496977,-38.7133991864376
-39.1793976525586,-38.7132758967653
-38.5099241805814,-38.7155349352443
-38.5586040980469,-38.7110072207633
-39.6845264649138,-38.7093607709655
-38.8732249817159,-38.7236173909507
-38.8006475713239,-38.7258214721324
-39.2973794944386,-38.7312547901372
-38.6354995034536,-38.7385366392566
-38.9016117008051,-38.7431478383599
-38.4611946848964,-38.7465096910601
-39.0126065888927,-38.7492284702452
