scores,avg_score
-124.532081340499,-84.0792685442525
-135.912475447259,-84.3455191738353
-126.410382091576,-84.8085651495567
-118.23501088445,-85.2155117027664
-129.918154467119,-85.4524197833534
-134.103577659155,-85.9828354552311
-127.586422921434,-86.4873077656902
-124.553922029014,-86.9855806792629
-131.701823306613,-87.4413029348595
-128.921053504971,-87.8002886514
-123.799747323407,-88.3016587163759
-123.60336343525,-88.5673696653737
-124.462630799235,-89.0702115457131
-125.153318583774,-89.5329594894827
-125.280327356911,-90.0494582071517
-122.594125899988,-90.5206821970197
-129.177331912463,-90.9574846709859
-124.314951350089,-91.4755661455067
-125.389260179259,-91.8909723345961
-133.358906300529,-92.3131401690208
-103.480350729614,-92.8891983361084
-94.28113494199,-93.0869676297074
-91.4021244345798,-93.1811563662575
-101.029658838224,-93.3167928817729
-96.6920898310696,-93.5355604776384
-92.4905239632538,-93.7009375975575
-97.1366384607144,-93.831647748318
-100.761294193984,-93.9254132757359
-93.5237092373244,-94.1175948699924
-99.193610303753,-94.2656155744289
-86.2752346137054,-94.4186556533814
-91.9684716670621,-94.4245075715978
-85.8254769782806,-94.5303137272877
-84.4174534860736,-94.5653558846437
-89.2515037535949,-94.5539225882559
-79.1403406776976,-94.7176758155977
-77.6694745639836,-94.6221096982594
-71.350339782581,-94.5776234176038
-74.5508028577785,-94.4379922008706
-81.8758798772907,-94.3475549696295
-76.3054720605842,-94.3885356362635
-79.3496509120614,-94.3465597138358
-73.7380210009212,-94.2998439966381
-76.195453725489,-94.2219658315906
-77.5141265614578,-94.1783661675433
-68.3755646948705,-94.0983279182168
-79.192786257877,-94.0043971123954
-74.7370647764266,-93.9569665992627
-76.666244868051,-93.8729801465131
-77.0256278166653,-93.7827684123957
-75.647133798205,-93.7259653513806
-80.8883498705807,-93.6724874660656
-82.1813648289402,-93.7056506479696
-87.2568775999062,-93.6470245966122
-76.9786265342066,-93.7305277316644
-72.7205351294943,-93.6329363151895
-75.1325814208652,-93.528093016191
-80.1973580800691,-93.5223035160424
-83.2816032488268,-93.4962005078151
-81.7183110777304,-93.4479520714905
-86.0498814181189,-93.5504745870422
-77.7813232657403,-93.6051684081068
-82.1537620653481,-93.5306868562571
-83.1766935190769,-93.5885751563602
-84.9155942980407,-93.6573614470968
-82.2518386676668,-93.6854350278307
-79.8754036729329,-93.7701616312208
-75.7859824228953,-93.7393217577361
-77.7854495826955,-93.6612699412677
-83.8847762293613,-93.6072772279003
-77.5234876358975,-93.6189409626947
-84.1524165330673,-93.6952776119422
-77.4073289440255,-93.6598820062491
-76.5885690098341,-93.5931896702466
-82.7793464785104,-93.5439966408037
-79.2658790618629,-93.578363261159
-77.6845370565403,-93.5969239725081
-75.79099930418,-93.5863015903916
-76.2380172546235,-93.4936524847169
-68.950048657385,-93.4217085041311
-78.0890576147273,-93.3276766408011
-74.0919148931964,-93.2499151841768
-74.4918511128527,-93.2355402530252
-75.6121583303933,-93.1671315564061
-74.9280588000751,-93.0607141595205
-74.2325931344002,-92.959482137183
-70.1389590322284,-92.9428255660357
-75.5177171521315,-92.7793900770402
-74.9208369483475,-92.6696049276032
-68.6211487454838,-92.4881065846111
-74.9447356997741,-92.385921636832
-69.0230539345922,-92.2037012575323
-75.6725395921707,-92.0306817303298
-66.6689641724028,-91.847968108067
-72.4839430681561,-91.4856152328912
-71.1584999759913,-91.0750181205623
-67.7737637825788,-90.8965419977682
-62.6627596471026,-90.5834177034184
-68.3954028411045,-90.1648613833477
-69.4242089949073,-89.7255712161124
-69.1222280987713,-89.153212367992
-66.2958006782126,-88.5991138355747
-65.9887845155501,-87.9029470878843
-67.5184852408951,-87.298731112124
-67.1623441230603,-86.7915658556884
-71.4126813144942,-86.1640077522478
-62.1976543658705,-85.5370987888012
-65.056735028463,-84.8832111032456
-64.1791799818266,-84.2882392332401
-65.4584736592821,-83.6130127999922
-71.9342727399433,-82.9783870015353
-68.5024996469913,-82.4597322557007
-77.9738281725667,-81.9087236178181
-67.2846632307826,-81.4438355915514
-79.1256302244704,-80.8651490380215
-68.3469603364781,-80.4036020666971
-68.1469361669593,-79.861130411062
-71.7538333198987,-79.250826453607
-68.6964596999258,-78.7252152733051
-79.9835676635365,-78.1582872685117
-79.9749249953247,-77.6245338821418
-63.9220040161574,-77.3894796247989
-74.0821744486137,-77.0858883155406
-72.6382911526465,-76.9126888156809
-73.3880689925636,-76.6287751388252
-66.0386604138732,-76.3957349304401
-62.5069314560364,-76.1312162949463
-54.4633206777173,-75.7849192248995
-69.0600147857815,-75.3219394897369
-53.0707466524325,-75.0773025452214
-57.9563994785803,-74.6160739087082
-62.754729030496,-74.332885557357
-61.4600479117181,-74.0407481309913
-65.405470658513,-73.7970938403257
-72.0964052888534,-73.6069740120501
-75.3865158241118,-73.4354230274027
-74.2995943548457,-73.3978847788668
-71.4571775935064,-73.3641859767754
-66.0682792451597,-73.3652543548847
-69.6795564756843,-73.2804291187585
-78.1428157589406,-73.1584658847424
-70.6871264774191,-73.176839321726
-67.2466509731905,-73.0902140773796
-67.5356676317533,-73.0253003771023
-73.8623986573345,-72.9387025161649
-75.4134823474227,-72.9021852371237
-77.3954041840342,-72.9725644136492
-71.5297229862515,-72.9545905929107
-73.4989279042719,-72.922517175009
-76.1409167123104,-72.8908440053712
-71.429903652533,-72.8819968943277
-67.9017826637019,-72.8398245928709
-66.5961300433145,-72.7099589208022
-67.979930633641,-72.5541065729459
-61.1337042669827,-72.3613371032833
-68.2006827766679,-72.202887880611
-64.1346784346149,-72.1576893570828
-64.9892439003711,-72.0477103272203
-71.8870865403352,-71.8956291854233
-67.5739324925787,-71.7816840183384
-70.1009450195347,-71.6402402324868
-66.7123580952706,-71.480750868501
-72.3877834427897,-71.3700612167963
-66.8114009385776,-71.2724014305707
-65.0934161691886,-71.1087485047657
-72.7784803429112,-70.9105267234772
-66.4390667599914,-70.8157931402296
-71.6514637521597,-70.6814297711002
-70.0290068833068,-70.6400845843929
-74.0605586870109,-70.562520157399
-65.4683252824169,-70.4642779819755
-80.4156021217264,-70.3437263584407
-83.6323092251701,-70.3063582143273
-78.8658108383342,-70.3686080171387
-69.3790465748573,-70.3913804354237
-71.655276157076,-70.2573774363872
-82.9105511722484,-70.1812714073393
-84.8735567288848,-70.2335315484964
-73.4207548567782,-70.3243571227434
-75.1202159480682,-70.296184498765
-80.728475901016,-70.3578861716718
-71.4240601630857,-70.3842803545347
-69.7448593670104,-70.3576018072336
-68.9127691987893,-70.3101318897752
-65.3882204912548,-70.2431379984591
-62.2272540884909,-70.1477396153709
-69.982184987808,-70.0276862249118
-60.53690128753,-70.0261184844676
-68.653861957584,-69.8763103258216
-64.489123341307,-69.813640575914
-68.7099285093897,-69.7723203218722
-68.6104493332267,-69.7099722499684
-67.6924814774398,-69.7058462039547
-75.1650561116695,-69.6260456228074
-73.8113807668285,-69.7110065422001
-73.6801870091459,-69.7242809191868
-78.8871601782099,-69.7494977895184
-74.8508067969666,-69.8606317534747
-73.9903513071904,-69.9825122249733
-69.3292413226199,-70.0384617096342
-78.5165284389297,-70.0375120329113
-69.998161328007,-70.1314550363129
-70.091945232392,-70.1684786428108
-67.5767392528301,-70.2095102499792
-67.3976647469415,-70.2100927900986
-69.4035100487921,-70.2124459963374
-70.7873164626229,-70.1923542836804
-68.6756311357437,-70.2782509046479
-70.5803131945812,-70.3144398657207
-73.1939178373686,-70.3784511978482
-70.9759612168907,-70.4558056396291
-73.4005423857555,-70.4462225243986
-74.7162884776882,-70.4952029517862
-71.3454700889274,-70.4626275548374
-74.5200147738714,-70.5032356234189
-77.6867583153838,-70.4571794689129
-69.8362903414193,-70.5505774487019
-78.0064527790958,-70.5674709904466
-75.1589142354498,-70.6299971850385
-78.0657254230191,-70.6946217303937
-78.1327046619837,-70.6754433079886
-85.4888683662585,-70.6570211046552
-76.7233831488588,-70.8726897481562
-81.1704877860432,-70.8991018351586
-70.8237060886085,-70.9844238014926
-84.5285382573721,-70.958780172453
-81.5761616045395,-71.143678950888
-80.8577533410811,-71.3343712523731
-81.303210451985,-71.5983155790067
-82.7258667977422,-71.7207475356688
-69.946308531392,-72.0172987371218
-82.158164727404,-72.13719782765
-69.3131113056653,-72.3312321846191
-71.8929128475867,-72.4097628185585
-67.9766212391884,-72.4746372404493
-65.8652378154299,-72.4334393999526
-70.9111138555178,-72.3382266198658
-77.5139369440598,-72.3043418148725
-69.9688912547839,-72.364909408378
-77.1169249879857,-72.4039155284743
-79.0584134979171,-72.4782892135973
-83.612639369426,-72.4874451909871
-80.8501131596602,-72.6167003199071
-74.2922521600121,-72.7527349417718
-81.6866686287297,-72.8203007870544
-79.9227380265315,-72.8985434867684
-75.0770377377922,-72.9436360435595
-77.5006960517486,-72.920452379097
-82.8529795366176,-72.980162109752
-84.7441454571797,-73.0737026260755
-76.1068214269742,-73.1597349135242
-87.9708938629635,-73.2065040912686
-84.3427784097448,-73.4071952032612
-81.684444259858,-73.5846616869255
-88.1274794660513,-73.7217068231877
-74.502967684327,-73.9916445751783
-80.4227927165601,-74.0546674242549
-80.0256067545896,-74.2175485670744
-80.9354126823444,-74.3679121956166
-72.8534322738,-74.4583954570367
-78.3261252251037,-74.5111904548489
-72.6174938175794,-74.5934422569046
-74.7699593225667,-74.6524936141276
-68.618231920364,-74.6763153729254
-75.3263913594535,-74.6943836827433
-79.9689278785373,-74.7967134346459
-75.7852820228812,-74.8686179100022
-84.3310867410785,-74.9620800626311
-79.9079367315529,-75.0888762925203
-79.511361678784,-75.1876655910027
-73.6797234015545,-75.2421736209205
-77.8734579431925,-75.3242876021119
-80.4124273518908,-75.2988661603265
-90.8493254220073,-75.2666673415937
-83.8527659406191,-75.3865024874304
-81.6035334452349,-75.5312396810881
-79.5209813272723,-75.6307222539697
-76.930569695511,-75.5968265555199
-82.4124601806645,-75.5173966851862
-88.1128085625755,-75.607313738425
-74.8041142726509,-75.7372396645701
-80.9278852501893,-75.6779960482864
-84.1772575525791,-75.7730342991575
-86.2714760428786,-75.9173582810132
-75.3437404416614,-76.0909453494541
-68.8110589666777,-76.1905005489581
-75.8824792773727,-76.25633859774
-81.8042064315246,-76.3153415406356
-79.5913319959059,-76.5280145920756
-77.2402370274656,-76.6373892924588
-76.1516305726996,-76.7649004293204
-83.240367766928,-76.8393174499535
-76.1092100953425,-76.9856166342905
-76.1732702432099,-77.0697839204695
-73.1560517114279,-77.0798660617849
-73.2034574833292,-77.0733127712309
-73.4463673796937,-77.0685454759728
-88.1793731119707,-77.0141375479876
-71.8848809435221,-77.1474232111376
-66.7886267133584,-77.1263685075009
-67.8016217497595,-77.1009623614083
-69.6240031419014,-76.9938132945166
-77.8281436299481,-76.9900717126556
-69.4962862755118,-77.0674336966311
-73.4190816459549,-77.086629166858
-80.2273387734846,-77.1468433358481
-67.0788976373918,-77.255081623095
-75.6662361577016,-77.2179974348427
-64.2241578093705,-77.2879034850623
-73.5931686418321,-77.2243419312102
-70.8284594155452,-77.2283344392548
-67.4453607786994,-77.2268594212414
-65.6063598862469,-77.1673076051708
-65.9405232170186,-77.0762083192564
-62.0994648088321,-77.0221588505373
-57.1022445075615,-76.8979533508869
-54.3496927038789,-76.6921082128087
-60.692989937487,-76.5372422364333
-59.2085726082896,-76.3641076080172
-65.4369211967629,-76.2046041917456
-58.0601890998034,-76.078316149483
-65.8679753261496,-75.8775909938612
-63.7864195052163,-75.6813820634601
-60.8568366171732,-75.5520124270237
-60.2465801230641,-75.348875915335
-69.2558665081279,-75.2431046556796
-71.6561740196244,-75.0903779381871
-64.4583414354976,-74.991178062338
-72.2066710831779,-74.8271839432821
-66.9471603533127,-74.7362185495941
-68.7552551406049,-74.5784314851498
-67.3804572443683,-74.5665209512419
-68.1101317998443,-74.4187438764115
-69.0432633455077,-74.4067140813533
-71.4122830113395,-74.3782175863326
-58.0124947096598,-74.4125742040541
-73.8692459612562,-74.3340467729964
-79.0995741026426,-74.3636280940537
-73.6489133441946,-74.3794844656396
-64.3120155373385,-74.4162846865337
-64.0489204961822,-74.2882355920272
-59.5676115370492,-74.1381406620098
-64.6635601581865,-73.8976903836861
-61.0011826955644,-73.7358248536713
-67.8470501434895,-73.6029141590269
-56.1465719232375,-73.4645179741745
-60.9979824503933,-73.2267563131415
-63.369145896289,-73.0859657602675
-64.4902736398986,-72.9446502587129
-67.0174441813566,-72.7610231997458
-62.878338699704,-72.5837561869875
-56.50018831697,-72.4514713597148
-63.5384738173925,-72.1367643042549
-63.1642330015484,-71.9287212583314
-61.0487276669971,-71.7435191457483
-66.1447258862704,-71.4727316277577
-67.8320433265177,-71.3891492097772
-61.5290988409673,-71.2632417158767
-57.0424926098876,-71.0782766367405
-61.8228799878837,-70.8393474360159
-59.4300103504135,-70.7290419131568
-64.843149613463,-70.5400807644099
-64.5142621894953,-70.4623373223687
-61.3629352379301,-70.359780351038
-63.6557517529052,-70.2872273842137
-58.8113250411645,-70.1705209881482
-63.280788077336,-69.9589449597745
-60.7060819074038,-69.833900020319
-62.1988991501121,-69.5976499719823
-66.7708399506178,-69.4205595961679
-62.6197001939776,-69.2931543788862
-58.3068976354063,-69.1825541468104
-68.3683735522729,-68.9868885437326
-62.5900003654365,-68.8664480057364
-63.8649350009696,-68.5838547551707
-63.6827654442058,-68.3839764457742
-62.4688204268347,-68.2047687657639
-63.065444316658,-68.0342471567595
-65.7460413819339,-67.895595902971
-63.3987398433155,-67.7289317149837
-61.4556561010621,-67.4817910277911
-59.2767853446639,-67.3483064460752
-62.2564229377804,-67.1317954470199
-62.9714030338224,-66.912587100872
-54.5876008258982,-66.6795863707814
-63.741981626043,-66.4720249746238
-58.8047988900786,-66.4213342012174
-65.7270286515164,-66.2505573973445
-57.0618898204498,-66.0897856195444
-68.2073334326484,-65.8644911977898
-59.9520781110378,-65.7741621618417
-61.5993708247372,-65.612166637225
-59.8536656650252,-65.3957566678031
-56.0689285172344,-65.2332012234999
-64.366837648188,-65.0321578062402
-55.0028432299138,-64.9442656656078
-67.6054628357489,-64.7622595230736
-60.148514156248,-64.7038504776342
-61.4463218422837,-64.423541888077
-60.0207354210688,-64.3191562970646
-61.6675248641451,-64.2514773841417
-63.9761219204123,-64.1901364152855
-54.3824051118567,-64.1336576030706
-66.5440456596623,-63.8992002178897
-54.4191265253095,-63.8696778117312
-60.8848841335466,-63.6796782605248
-63.3502438705651,-63.4862537141254
-68.5584826585645,-63.4489671764572
-56.6592867598157,-63.3778896414658
-57.7541508598755,-63.3022409309702
-56.160319235874,-63.1438507531507
-55.1720830522368,-62.9971693513539
-56.950116317835,-62.8744365740893
-58.4984035564517,-62.7878741384052
-58.6853344617636,-62.7134529417995
-62.3206739621245,-62.6793116383289
-57.9015834617963,-62.7314959328745
-59.8529132667305,-62.7670148404537
-58.861439866408,-62.7586140737461
-58.4598124690113,-62.7551427463273
-55.2706139945097,-62.6853716590497
-59.9733283599371,-62.6574759079968
-52.9571798467839,-62.5985294383347
